filename	synonyms	label	driver	part_of
flylight_gen1_gal4-Alignments-GMR_12C06_AE_01-GMR_12C06_AE_01-20090327_GMR_12C06_AE_01_01-fA01v_20090330100152125-20x-VNC-2626535403208835106-REG_UNISEX_VNC_8bitc_J18VU_SG12C06_AE_01	GMR_12C06_AE_01	JRC_R12C06_GAL4_VNC_20090327	P{GMR12C06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C07_AE_01-GMR_12C07_AE_01-20090508_GMR_12C07_AE_01_04-fA01v_20090511091953953-20x-VNC-2625629297867489318-REG_UNISEX_VNC_8bitc_J18VU_SG12C07_AE_01	GMR_12C07_AE_01	JRC_R12C07_GAL4_VNC_20090508	P{GMR12C07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C08_AE_01-GMR_12C08_AE_01-20080301_GMR_12C08_AE_01_02-fA01v_20080305232123937-20x-VNC-2626223668463665192-REG_UNISEX_VNC_8bitc_J18VU_SG12C08_AE_01	GMR_12C08_AE_01	JRC_R12C08_GAL4_VNC_20080301	P{GMR12C08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C09_AE_01-GMR_12C09_AE_01-20080127_GMR_12C09_AE_01_09-fA01v_20080129230013328-20x-VNC-2625278802850218018-REG_UNISEX_VNC_8bitc_J18VU_SG12C09_AE_01	GMR_12C09_AE_01	JRC_R12C09_GAL4_VNC_20080127	P{GMR12C09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C10_AE_01-GMR_12C10_AE_01-20080127_GMR_12C10_AE_01_04-fA01v_20080129230359437-20x-VNC-2622995017995649058-REG_UNISEX_VNC_8bitc_J18VU_SG12C10_AE_01	GMR_12C10_AE_01	JRC_R12C10_GAL4_VNC_20080127	P{GMR12C10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C11_AE_01-GMR_12C11_AE_01-20080127_GMR_12C11_AE_01_04-fA01v_20080129231049312-20x-VNC-2624779878343376929-REG_UNISEX_VNC_8bitc_J18VU_SG12C11_AE_01	GMR_12C11_AE_01	JRC_R12C11_GAL4_VNC_20080127	P{GMR12C11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12C12_AE_01-GMR_12C12_AE_01-20120426_GMR_12C12_AE_01_17-fA01v_20120504104659656-20x-VNC-2627254585881788454-REG_UNISEX_VNC_8bitc_J18VU_SG12C12_AE_01	GMR_12C12_AE_01	JRC_R12C12_GAL4_VNC_20120426	P{GMR12C12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D02_AE_01-GMR_12D02_AE_01-20090328_GMR_12D02_AE_01_01-fA01v_20090330100542953-20x-VNC-2623556412030058534-REG_UNISEX_VNC_8bitc_J18VU_SG12D02_AE_01	GMR_12D02_AE_01	JRC_R12D02_GAL4_VNC_20090328	P{GMR12D02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D03_AE_01-GMR_12D03_AE_01-20090328_GMR_12D03_AE_01_01-fA01v_20090330100737687-20x-VNC-2622888398620196900-REG_UNISEX_VNC_8bitc_J18VU_SG12D03_AE_01	GMR_12D03_AE_01	JRC_R12D03_GAL4_VNC_20090328	P{GMR12D03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D04_AE_01-GMR_12D04_AE_01-20090509_GMR_12D04_AE_01_04-fA01v_20090511093004484-20x-VNC-2626460987162624037-REG_UNISEX_VNC_8bitc_J18VU_SG12D04_AE_01	GMR_12D04_AE_01	JRC_R12D04_GAL4_VNC_20090509	P{GMR12D04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D05_AE_01-GMR_12D05_AE_01-20080128_GMR_12D05_AE_01_09-fA01v_20080129232938703-20x-VNC-2622738123490066469-REG_UNISEX_VNC_8bitc_J18VU_SG12D05_AE_01	GMR_12D05_AE_01	JRC_R12D05_GAL4_VNC_20080128	P{GMR12D05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D06_AE_01-GMR_12D06_AE_01-20090328_GMR_12D06_AE_01_02-fA01v_20090330101212312-20x-VNC-2627679420776710178-REG_UNISEX_VNC_8bitc_J18VU_SG12D06_AE_01	GMR_12D06_AE_01	JRC_R12D06_GAL4_VNC_20090328	P{GMR12D06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D07_AE_01-GMR_12D07_AE_01-20090328_GMR_12D07_AE_01_03-fA01v_20090330101451000-20x-VNC-2625797707469422630-REG_UNISEX_VNC_8bitc_J18VU_SG12D07_AE_01	GMR_12D07_AE_01	JRC_R12D07_GAL4_VNC_20090328	P{GMR12D07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D08_AE_01-GMR_12D08_AE_01-20090509_GMR_12D08_AE_01_04-fA01v_20090511093950687-20x-VNC-2623056991962005540-REG_UNISEX_VNC_8bitc_J18VU_SG12D08_AE_01	GMR_12D08_AE_01	JRC_R12D08_GAL4_VNC_20090509	P{GMR12D08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D09_AE_01-GMR_12D09_AE_01-20090509_GMR_12D09_AE_01_04-fA01v_20090511094327093-20x-VNC-2623549279486083111-REG_UNISEX_VNC_8bitc_J18VU_SG12D09_AE_01	GMR_12D09_AE_01	JRC_R12D09_GAL4_VNC_20090509	P{GMR12D09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D10_AE_01-GMR_12D10_AE_01-20090330_GMR_12D10_AE_01_01-fA01v_20090331154013531-20x-VNC-2622918067000180773-REG_UNISEX_VNC_8bitc_J18VU_SG12D10_AE_01	GMR_12D10_AE_01	JRC_R12D10_GAL4_VNC_20090330	P{GMR12D10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D11_AE_01-GMR_12D11_AE_01-20090509_GMR_12D11_AE_01_04-fA01v_20090511095004875-20x-VNC-2626132443660288034-REG_UNISEX_VNC_8bitc_J18VU_SG12D11_AE_01	GMR_12D11_AE_01	JRC_R12D11_GAL4_VNC_20090509	P{GMR12D11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12D12_AE_01-GMR_12D12_AE_01-20090407_GMR_12D12_AE_01_04-fA01v_20090407123219483-20x-VNC-2627598636384518183-REG_UNISEX_VNC_8bitc_J18VU_SG12D12_AE_01	GMR_12D12_AE_01	JRC_R12D12_GAL4_VNC_20090407	P{GMR12D12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E03_AE_01-GMR_12E03_AE_01-20080531_GMR_12E03_AE_01_03-fA01v_20080603230113796-20x-VNC-2625267520084377634-REG_UNISEX_VNC_8bitc_J18VU_SG12E03_AE_01	GMR_12E03_AE_01	JRC_R12E03_GAL4_VNC_20080531	P{GMR12E03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E04_AE_01-GMR_12E04_AE_01-20090417_GMR_12E04_AE_01_05-fA01v_20090417141740625-20x-VNC-2623559629807812646-REG_UNISEX_VNC_8bitc_J18VU_SG12E04_AE_01	GMR_12E04_AE_01	JRC_R12E04_GAL4_VNC_20090417	P{GMR12E04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E05_AE_01-GMR_12E05_AE_01-20090402_GMR_12E05_AE_01_02-fA01v_20090402100641609-20x-VNC-2623048336545939493-REG_UNISEX_VNC_8bitc_J18VU_SG12E05_AE_01	GMR_12E05_AE_01	JRC_R12E05_GAL4_VNC_20090402	P{GMR12E05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E06_AE_01-GMR_12E06_AE_01-20090402_GMR_12E06_AE_01_01-fA01v_20090402100904078-20x-VNC-2626030315344232487-REG_UNISEX_VNC_8bitc_J18VU_SG12E06_AE_01	GMR_12E06_AE_01	JRC_R12E06_GAL4_VNC_20090402	P{GMR12E06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E07_AE_01-GMR_12E07_AE_01-20090331_GMR_12E07_AE_01_03-fA01v_20090331150354671-20x-VNC-2627732419372908583-REG_UNISEX_VNC_8bitc_J18VU_SG12E07_AE_01	GMR_12E07_AE_01	JRC_R12E07_GAL4_VNC_20090331	P{GMR12E07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E08_AE_01-GMR_12E08_AE_01-20080514_GMR_12E08_AE_01_08-fA01v_20080515225923250-20x-VNC-2627449625669271592-REG_UNISEX_VNC_8bitc_J18VU_SG12E08_AE_01	GMR_12E08_AE_01	JRC_R12E08_GAL4_VNC_20080514	P{GMR12E08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E09_AE_01-GMR_12E09_AE_01-20080514_GMR_12E09_AE_01_07-fA01v_20080515231142906-20x-VNC-2625961914785595430-REG_UNISEX_VNC_8bitc_J18VU_SG12E09_AE_01	GMR_12E09_AE_01	JRC_R12E09_GAL4_VNC_20080514	P{GMR12E09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E10_AE_01-GMR_12E10_AE_01-20090331_GMR_12E10_AE_01_01-fA01v_20090401183843218-20x-VNC-2625341392834002978-REG_UNISEX_VNC_8bitc_J18VU_SG12E10_AE_01	GMR_12E10_AE_01	JRC_R12E10_GAL4_VNC_20090331	P{GMR12E10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12E12_AE_01-GMR_12E12_AE_01-20080514_GMR_12E12_AE_01_05-fA01v_20080515232328843-20x-VNC-2626228809732456485-REG_UNISEX_VNC_8bitc_J18VU_SG12E12_AE_01	GMR_12E12_AE_01	JRC_R12E12_GAL4_VNC_20080514	P{GMR12E12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F01_AE_01-GMR_12F01_AE_01-20090331_GMR_12F01_AE_01_01-fA01v_20090401184736250-20x-VNC-2626179291833958437-REG_UNISEX_VNC_8bitc_J18VU_SG12F01_AE_01	GMR_12F01_AE_01	JRC_R12F01_GAL4_VNC_20090331	P{GMR12F01-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F02_AE_01-GMR_12F02_AE_01-20090401_GMR_12F02_AE_01_02-fA01v_20090401185221687-20x-VNC-2625089477755797538-REG_UNISEX_VNC_8bitc_J18VU_SG12F02_AE_01	GMR_12F02_AE_01	JRC_R12F02_GAL4_VNC_20090401	P{GMR12F02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F03_AE_01-GMR_12F03_AE_01-20090401_GMR_12F03_AE_01_01-fA01v_20090401185429250-20x-VNC-2622801311522881572-REG_UNISEX_VNC_8bitc_J18VU_SG12F03_AE_01	GMR_12F03_AE_01	JRC_R12F03_GAL4_VNC_20090401	P{GMR12F03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F04_AE_01-GMR_12F04_AE_01-20080515_GMR_12F04_AE_01_04-fA01v_20080515233256625-20x-VNC-2623442579005374504-REG_UNISEX_VNC_8bitc_J18VU_SG12F04_AE_01	GMR_12F04_AE_01	JRC_R12F04_GAL4_VNC_20080515	P{GMR12F04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F05_AE_01-GMR_12F05_AE_01-20090401_GMR_12F05_AE_01_01-fA01v_20090401185800437-20x-VNC-2627106608240394279-REG_UNISEX_VNC_8bitc_J18VU_SG12F05_AE_01	GMR_12F05_AE_01	JRC_R12F05_GAL4_VNC_20090401	P{GMR12F05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F06_AE_01-GMR_12F06_AE_01-20090401_GMR_12F06_AE_01_02-fA01v_20090401190247515-20x-VNC-2625546763624251426-REG_UNISEX_VNC_8bitc_J18VU_SG12F06_AE_01	GMR_12F06_AE_01	JRC_R12F06_GAL4_VNC_20090401	P{GMR12F06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F07_AE_01-GMR_12F07_AE_01-20090401_GMR_12F07_AE_01_01-fA01v_20090401190458203-20x-VNC-2626858067794329640-REG_UNISEX_VNC_8bitc_J18VU_SG12F07_AE_01	GMR_12F07_AE_01	JRC_R12F07_GAL4_VNC_20090401	P{GMR12F07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F08_AE_01-GMR_12F08_AE_01-20080515_GMR_12F08_AE_01_05-fA01v_20080515234834125-20x-VNC-2626597409106427942-REG_UNISEX_VNC_8bitc_J18VU_SG12F08_AE_01	GMR_12F08_AE_01	JRC_R12F08_GAL4_VNC_20080515	P{GMR12F08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F09_AE_01-GMR_12F09_AE_01-20090331_GMR_12F09_AE_01_01-fA01v_20090331170315765-20x-VNC-2627682470119604258-REG_UNISEX_VNC_8bitc_J18VU_SG12F09_AE_01	GMR_12F09_AE_01	JRC_R12F09_GAL4_VNC_20090331	P{GMR12F09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F10_AE_01-GMR_12F10_AE_01-20080412_GMR_12F10_AE_01_04-fA01v_20080415062222859-20x-VNC-2625177383581253668-REG_UNISEX_VNC_8bitc_J18VU_SG12F10_AE_01	GMR_12F10_AE_01	JRC_R12F10_GAL4_VNC_20080412	P{GMR12F10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F11_AE_01-GMR_12F11_AE_01-20090331_GMR_12F11_AE_01_01-fA01v_20090331170509359-20x-VNC-2625059048587788326-REG_UNISEX_VNC_8bitc_J18VU_SG12F11_AE_01	GMR_12F11_AE_01	JRC_R12F11_GAL4_VNC_20090331	P{GMR12F11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12F12_AE_01-GMR_12F12_AE_01-20090331_GMR_12F12_AE_01_02-fA01v_20090331170737500-20x-VNC-2625769336588992549-REG_UNISEX_VNC_8bitc_J18VU_SG12F12_AE_01	GMR_12F12_AE_01	JRC_R12F12_GAL4_VNC_20090331	P{GMR12F12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G01_AE_01-GMR_12G01_AE_01-20090402_GMR_12G01_AE_01_01-fA01v_20090402153005015-20x-VNC-2625263305404448866-REG_UNISEX_VNC_8bitc_J18VU_SG12G01_AE_01	GMR_12G01_AE_01	JRC_R12G01_GAL4_VNC_20090402	P{GMR12G01-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G02_AE_01-GMR_12G02_AE_01-20090402_GMR_12G02_AE_01_01-fA01v_20090402153526968-20x-VNC-2622624561794908200-REG_UNISEX_VNC_8bitc_J18VU_SG12G02_AE_01	GMR_12G02_AE_01	JRC_R12G02_GAL4_VNC_20090402	P{GMR12G02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G03_AE_01-GMR_12G03_AE_01-20080531_GMR_12G03_AE_01_04-fA01v_20080603231655640-20x-VNC-2622746018126495782-REG_UNISEX_VNC_8bitc_J18VU_SG12G03_AE_01	GMR_12G03_AE_01	JRC_R12G03_GAL4_VNC_20080531	P{GMR12G03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G04_AE_01-GMR_12G04_AE_01-20090403_GMR_12G04_AE_01_01-fA01v_20090403162505156-20x-VNC-2623186610836996132-REG_UNISEX_VNC_8bitc_J18VU_SG12G04_AE_01	GMR_12G04_AE_01	JRC_R12G04_GAL4_VNC_20090403	P{GMR12G04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G05_AE_01-GMR_12G05_AE_01-20090403_GMR_12G05_AE_01_01-fA01v_20090403162820203-20x-VNC-2625054726349127714-REG_UNISEX_VNC_8bitc_J18VU_SG12G05_AE_01	GMR_12G05_AE_01	JRC_R12G05_GAL4_VNC_20090403	P{GMR12G05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G06_AE_01-GMR_12G06_AE_01-20090403_GMR_12G06_AE_01_01-fA01v_20090403163132109-20x-VNC-2623588793973735461-REG_UNISEX_VNC_8bitc_J18VU_SG12G06_AE_01	GMR_12G06_AE_01	JRC_R12G06_GAL4_VNC_20090403	P{GMR12G06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G07_AE_01-GMR_12G07_AE_01-20090330_GMR_12G07_AE_01_01-fA01v_20090331094831218-20x-VNC-2626096259487760421-REG_UNISEX_VNC_8bitc_J18VU_SG12G07_AE_01	GMR_12G07_AE_01	JRC_R12G07_GAL4_VNC_20090330	P{GMR12G07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G08_AE_01-GMR_12G08_AE_01-20100420_GMR_12G08_AE_01_09-fA01v_20100420221101609-20x-VNC-2622782412181995560-REG_UNISEX_VNC_8bitc_J18VU_SG12G08_AE_01	GMR_12G08_AE_01	JRC_R12G08_GAL4_VNC_20100420	P{GMR12G08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G09_AE_01-GMR_12G09_AE_01-20090330_GMR_12G09_AE_01_01-fA01v_20090331095142234-20x-VNC-2622453359038169122-REG_UNISEX_VNC_8bitc_J18VU_SG12G09_AE_01	GMR_12G09_AE_01	JRC_R12G09_GAL4_VNC_20090330	P{GMR12G09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G10_AE_01-GMR_12G10_AE_01-20100317_GMR_12G10_AE_01_04-fA01v_20100318135704906-20x-VNC-2625770987190222887-REG_UNISEX_VNC_8bitc_J18VU_SG12G10_AE_01	GMR_12G10_AE_01	JRC_R12G10_GAL4_VNC_20100317	P{GMR12G10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G11_AE_01-GMR_12G11_AE_01-20080517_GMR_12G11_AE_01_03-fA01v_20080519234156093-20x-VNC-2622936469706113061-REG_UNISEX_VNC_8bitc_J18VU_SG12G11_AE_01	GMR_12G11_AE_01	JRC_R12G11_GAL4_VNC_20080517	P{GMR12G11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12G12_AE_01-GMR_12G12_AE_01-20091014_GMR_12G12_AE_01_04-fA01v_20091015105758156-20x-VNC-2627589191050985509-REG_UNISEX_VNC_8bitc_J18VU_SG12G12_AE_01	GMR_12G12_AE_01	JRC_R12G12_GAL4_VNC_20091014	P{GMR12G12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H01_AE_01-GMR_12H01_AE_01-20090331_GMR_12H01_AE_01_02-fA01v_20090331100239906-20x-VNC-2622484606552637477-REG_UNISEX_VNC_8bitc_J18VU_SG12H01_AE_01	GMR_12H01_AE_01	JRC_R12H01_GAL4_VNC_20090331	P{GMR12H01-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H02_AE_01-GMR_12H02_AE_01-20080517_GMR_12H02_AE_01_03-fA01v_20080519235509671-20x-VNC-2623332139982127141-REG_UNISEX_VNC_8bitc_J18VU_SG12H02_AE_01	GMR_12H02_AE_01	JRC_R12H02_GAL4_VNC_20080517	P{GMR12H02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H03_AE_01-GMR_12H03_AE_01-20090331_GMR_12H03_AE_01_01-fA01v_20090331100442281-20x-VNC-2622739919683977252-REG_UNISEX_VNC_8bitc_J18VU_SG12H03_AE_01	GMR_12H03_AE_01	JRC_R12H03_GAL4_VNC_20090331	P{GMR12H03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H05_AE_01-GMR_12H05_AE_01-20090331_GMR_12H05_AE_01_01-fA01v_20090331100746671-20x-VNC-2624793081672630370-REG_UNISEX_VNC_8bitc_J18VU_SG12H05_AE_01	GMR_12H05_AE_01	JRC_R12H05_GAL4_VNC_20090331	P{GMR12H05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H06_AE_01-GMR_12H06_AE_01-20080613_GMR_12H06_AE_01_08-fA01v_20080616152021942-20x-VNC-2626934666606673959-REG_UNISEX_VNC_8bitc_J18VU_SG12H06_AE_01	GMR_12H06_AE_01	JRC_R12H06_GAL4_VNC_20080613	P{GMR12H06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H06_AE_01-GMR_12H06_AE_01-20080623_GMR_12H06_AE_01_13-fA01v_20080703113116652-20x-VNC-2626225210138820648-REG_UNISEX_VNC_8bitc_J18VU_SG12H06_AE_01	GMR_12H06_AE_01	JRC_R12H06_GAL4_VNC_20080623	P{GMR12H06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H08_AE_01-GMR_12H08_AE_01-20090331_GMR_12H08_AE_01_01-fA01v_20090331101059281-20x-VNC-2622933225089007655-REG_UNISEX_VNC_8bitc_J18VU_SG12H08_AE_01	GMR_12H08_AE_01	JRC_R12H08_GAL4_VNC_20090331	P{GMR12H08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H09_AE_01-GMR_12H09_AE_01-20090331_GMR_12H09_AE_01_02-fA01v_20090401125630640-20x-VNC-2623110682471563303-REG_UNISEX_VNC_8bitc_J18VU_SG12H09_AE_01	GMR_12H09_AE_01	JRC_R12H09_GAL4_VNC_20090331	P{GMR12H09-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H10_AE_01-GMR_12H10_AE_01-20090331_GMR_12H10_AE_01_01-fA01v_20090401125916234-20x-VNC-2625954094665170978-REG_UNISEX_VNC_8bitc_J18VU_SG12H10_AE_01	GMR_12H10_AE_01	JRC_R12H10_GAL4_VNC_20090331	P{GMR12H10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H11_AE_01-GMR_12H11_AE_01-20090331_GMR_12H11_AE_01_02-fA01v_20090401130409265-20x-VNC-2623445129477750820-REG_UNISEX_VNC_8bitc_J18VU_SG12H11_AE_01	GMR_12H11_AE_01	JRC_R12H11_GAL4_VNC_20090331	P{GMR12H11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_12H12_AE_01-GMR_12H12_AE_01-20090331_GMR_12H12_AE_01_01-fA01v_20090401130622015-20x-VNC-2624534634318266401-REG_UNISEX_VNC_8bitc_J18VU_SG12H12_AE_01	GMR_12H12_AE_01	JRC_R12H12_GAL4_VNC_20090331	P{GMR12H12-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A01_AE_01-GMR_13A01_AE_01-20090303_GMR_13A01_AE_01_02-fA01v_20090304102615859-20x-VNC-2623476601630752808-REG_UNISEX_VNC_8bitc_J18VU_SG13A01_AE_01	GMR_13A01_AE_01	JRC_R13A01_GAL4_VNC_20090303	P{GMR13A01-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A02_AE_01-GMR_13A02_AE_01-20090303_GMR_13A02_AE_01_02-fA01v_20090304102949250-20x-VNC-2625005267636453414-REG_UNISEX_VNC_8bitc_J18VU_SG13A02_AE_01	GMR_13A02_AE_01	JRC_R13A02_GAL4_VNC_20090303	P{GMR13A02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A04_AE_01-GMR_13A04_AE_01-20090304_GMR_13A04_AE_01_01-fA01v_20090304103426000-20x-VNC-2622419025921048615-REG_UNISEX_VNC_8bitc_J18VU_SG13A04_AE_01	GMR_13A04_AE_01	JRC_R13A04_GAL4_VNC_20090304	P{GMR13A04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A05_AE_01-GMR_13A05_AE_01-20080517_GMR_13A05_AE_01_04-fA01v_20080520001700609-20x-VNC-2626602714359922727-REG_UNISEX_VNC_8bitc_J18VU_SG13A05_AE_01	GMR_13A05_AE_01	JRC_R13A05_GAL4_VNC_20080517	P{GMR13A05-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A06_AE_01-GMR_13A06_AE_01-20090304_GMR_13A06_AE_01_00-fA01v_20090304103635765-20x-VNC-2627564943263662114-REG_UNISEX_VNC_8bitc_J18VU_SG13A06_AE_01	GMR_13A06_AE_01	JRC_R13A06_GAL4_VNC_20090304	P{GMR13A06-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A07_AE_01-GMR_13A07_AE_01-20090304_GMR_13A07_AE_01_02-fA01v_20090304104235328-20x-VNC-2622736440542363688-REG_UNISEX_VNC_8bitc_J18VU_SG13A07_AE_01	GMR_13A07_AE_01	JRC_R13A07_GAL4_VNC_20090304	P{GMR13A07-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A08_AE_01-GMR_13A08_AE_01-20090304_GMR_13A08_AE_01_01-fA01v_20090304104502500-20x-VNC-2625153859953098788-REG_UNISEX_VNC_8bitc_J18VU_SG13A08_AE_01	GMR_13A08_AE_01	JRC_R13A08_GAL4_VNC_20090304	P{GMR13A08-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A10_AE_01-GMR_13A10_AE_01-20090302_GMR_13A10_AE_01_01-fA01v_20090303104511796-20x-VNC-2624453935921889378-REG_UNISEX_VNC_8bitc_J18VU_SG13A10_AE_01	GMR_13A10_AE_01	JRC_R13A10_GAL4_VNC_20090302	P{GMR13A10-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13A11_AE_01-GMR_13A11_AE_01-20090707_GMR_13A11_AE_01_01-fA01v_20090708120531818-20x-VNC-2627407587053666343-REG_UNISEX_VNC_8bitc_J18VU_SG13A11_AE_01	GMR_13A11_AE_01	JRC_R13A11_GAL4_VNC_20090707	P{GMR13A11-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13B01_AE_01-GMR_13B01_AE_01-20090302_GMR_13B01_AE_01_01-fA01v_20090303104828531-20x-VNC-2622964356182179880-REG_UNISEX_VNC_8bitc_J18VU_SG13B01_AE_01	GMR_13B01_AE_01	JRC_R13B01_GAL4_VNC_20090302	P{GMR13B01-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13B02_AE_01-GMR_13B02_AE_01-20080516_GMR_13B02_AE_01_07-fA01v_20080519224604187-20x-VNC-2622829951690211365-REG_UNISEX_VNC_8bitc_J18VU_SG13B02_AE_01	GMR_13B02_AE_01	JRC_R13B02_GAL4_VNC_20080516	P{GMR13B02-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13B03_AE_01-GMR_13B03_AE_01-20090302_GMR_13B03_AE_01_02-fA01v_20090303105303140-20x-VNC-2625329731444146210-REG_UNISEX_VNC_8bitc_J18VU_SG13B03_AE_01	GMR_13B03_AE_01	JRC_R13B03_GAL4_VNC_20090302	P{GMR13B03-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13B04_AE_01-GMR_13B04_AE_01-20090303_GMR_13B04_AE_01_02-fA01v_20090303105605203-20x-VNC-2622891120945791014-REG_UNISEX_VNC_8bitc_J18VU_SG13B04_AE_01	GMR_13B04_AE_01	JRC_R13B04_GAL4_VNC_20090303	P{GMR13B04-GAL4}	adult ventral nervous system
flylight_gen1_gal4-Alignments-GMR_13B05_AE_01-GMR_13B05_AE_01-20080516_GMR_13B05_AE_01_04-fA01v_20080519225414484-20x-VNC-2622651155859111976-REG_UNISEX_VNC_8bitc_J18VU_SG13B05_AE_01	GMR_13B05_AE_01	JRC_R13B05_GAL4_VNC_20080516	P{GMR13B05-GAL4}	adult ventral nervous system
