filename	label	part_of	Template	dbxrefs	comment	synonyms	is_a
40x-Brain-2629818165479080034	JRC_R22D03-GAL4_MCFO_Brain_20190115_64_C3_40x	female organism|adult brain|P{GMR22D03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C3|neuronbridge:R22D03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C3', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-Brain-2629818166066282594	JRC_R22D03-GAL4_MCFO_Brain_20190115_64_C4_40x	female organism|adult brain|P{GMR22D03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C4|neuronbridge:R22D03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C4', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-Brain-2629818166666068066	JRC_R22D03-GAL4_MCFO_Brain_20190115_64_C5_40x	female organism|adult brain|P{GMR22D03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C5|neuronbridge:R22D03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C5', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-Brain-2635333053236379746	JRC_R61H06-GAL4_MCFO_Brain_20190201_63_E1_40x	female organism|adult brain|P{GMR61H06-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E1|neuronbridge:R61H06	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E1', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-Brain-2635333053857136738	JRC_R61H06-GAL4_MCFO_Brain_20190201_63_E2_40x	female organism|adult brain|P{GMR61H06-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E2|neuronbridge:R61H06	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E2', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-Brain-2635333054469505122	JRC_R61H06-GAL4_MCFO_Brain_20190201_63_E3_40x	female organism|adult brain|P{GMR61H06-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E3|neuronbridge:R61H06	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E3', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-Brain-2635333055090262114	JRC_R61H06-GAL4_MCFO_Brain_20190201_63_E4_40x	female organism|adult brain|P{GMR61H06-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E4|neuronbridge:R61H06	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E4', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-Brain-2635333055702630498	JRC_R61H06-GAL4_MCFO_Brain_20190201_63_E6_40x	female organism|adult brain|P{GMR61H06-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E6|neuronbridge:R61H06	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E6', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-Brain-2640315782344474722	JRC_R61E08-GAL4_MCFO_Brain_20190201_62_I5_40x	female organism|adult brain|P{GMR61E08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_I5|neuronbridge:R61E08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_I5', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-Brain-2640315783032340578	JRC_R61E08-GAL4_MCFO_Brain_20190201_62_I6_40x	female organism|adult brain|P{GMR61E08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_I6|neuronbridge:R61E08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_I6', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-Brain-2640315783653097570	JRC_R61E08-GAL4_MCFO_Brain_20190201_62_J1_40x	female organism|adult brain|P{GMR61E08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_J1|neuronbridge:R61E08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_J1', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-Brain-2660984517153521762	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_A1_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A1|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A1', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984517560369250	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_A2_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A2|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A2', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984517963022434	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_A3_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A3|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A3', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984518348898402	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_A4_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A4|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A4', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984518747357282	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_A5_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A5|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A5', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984519150010466	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_B1_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_B1|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_B1', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984519548469346	JRC_R71C03-GAL4_MCFO_Brain_20190409_61_B2_40x	male organism|adult brain|P{GMR71C03-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_B2|neuronbridge:R71C03	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_B2', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
40x-Brain-2660984519942733922	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C1_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C1|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C1', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2660984520345387106	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C2_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C2|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C2', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2660984520739651682	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C3_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C3|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C3', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2660984521133916258	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C4_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C4|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C4', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2660984521712730210	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C5_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C5|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C5', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2660984522106994786	JRC_R75A04-GAL4_MCFO_Brain_20190409_61_C6_40x	male organism|adult brain|P{GMR75A04-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R75A04|jrc_slide_code_api:20190409_61_C6|neuronbridge:R75A04	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_C6', age: 'Adult'"	R75A04-GAL4|JRC_R75A04-GAL4-GAL4|GMR_75A04-GAL4	expression pattern fragment
40x-Brain-2663179985207951458	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I1_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I1|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I1', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
40x-Brain-2663179985568661602	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I2_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I2|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I2', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
40x-Brain-2663179985975509090	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I3_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I3|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I3', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
40x-Brain-2663179986382356578	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I4_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I4|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I4', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
40x-Brain-2663179986793398370	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I5_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I5|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I5', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
40x-Brain-2663179987305103458	JRC_R95C12-GAL4_MCFO_Brain_20190423_63_I6_40x	male organism|adult brain|P{GMR95C12-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R95C12|jrc_slide_code_api:20190423_63_I6|neuronbridge:R95C12	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_I6', age: 'Adult'"	R95C12-GAL4|JRC_R95C12-GAL4-GAL4|GMR_95C12-GAL4	expression pattern fragment
