subject_external_id	subject_external_db	relation	pub	object	subject_name
514060419	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV4d3_R (FlyEM-HB:514060419)
514068564	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPD5a1_R (FlyEM-HB:514068564)
514073078	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAD1a2_b_R (FlyEM-HB:514073078)
514073634	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP050_R (FlyEM-HB:514073634)
514116545	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP412_R (FlyEM-HB:514116545)
514367640	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP222_R (FlyEM-HB:514367640)
514375643	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV6b2_a_R (FlyEM-HB:514375643)
514396940	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV6a2_a_R (FlyEM-HB:514396940)
514397189	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP042_R (FlyEM-HB:514397189)
514406435	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2k11_b_R (FlyEM-HB:514406435)
514475106	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP371_R (FlyEM-HB:514475106)
514530654	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PI1_b (FlyEM-HB:514530654)
514683250	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP222_R (FlyEM-HB:514683250)
514708179	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL244_R (FlyEM-HB:514708179)
514712745	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP014_R (FlyEM-HB:514712745)
514713432	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV6b2_a_R (FlyEM-HB:514713432)
514747179	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV4d3_R (FlyEM-HB:514747179)
514807275	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB5G_R (FlyEM-HB:514807275)
514816333	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP566_R (FlyEM-HB:514816333)
514833145	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP591_R (FlyEM-HB:514833145)
514837265	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP067_R (FlyEM-HB:514837265)
514842241	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP253_R (FlyEM-HB:514842241)
514850616	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	pC1e_R (FlyEM-HB:514850616)
514859045	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP220_R (FlyEM-HB:514859045)
514958793	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP371(PDM08)_L (FlyEM-HB:514958793)
515049524	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP227_R (FlyEM-HB:515049524)
515092013	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP022_R (FlyEM-HB:515092013)
515096130	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV7a7_R (FlyEM-HB:515096130)
515152792	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	ATL024_R (FlyEM-HB:515152792)
515251693	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP062(ADM01)_L (FlyEM-HB:515251693)
515307870	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	FS3(FQ11)_C4_L (FlyEM-HB:515307870)
515385637	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP270_R (FlyEM-HB:515385637)
515385759	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL024_R (FlyEM-HB:515385759)
515390688	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV4e6_R (FlyEM-HB:515390688)
515394155	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP306_R (FlyEM-HB:515394155)
515437073	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP035_R (FlyEM-HB:515437073)
515450389	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP243_R (FlyEM-HB:515450389)
515588291	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP520(PDM22)_L (FlyEM-HB:515588291)
515718803	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP048_R (FlyEM-HB:515718803)
515813661	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP027_R (FlyEM-HB:515813661)
515852217	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP263_R (FlyEM-HB:515852217)
515925122	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP517(PDM22)_L (FlyEM-HB:515925122)
516055524	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL063_R (FlyEM-HB:516055524)
516085453	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV4d8_R (FlyEM-HB:516085453)
516098538	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP185_R (FlyEM-HB:516098538)
516163285	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP464_R (FlyEM-HB:516163285)
516214576	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP124_L (FlyEM-HB:516214576)
516283789	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP589(PVM12)_L (FlyEM-HB:516283789)
516322115	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	FB2L_L (FlyEM-HB:516322115)
516399646	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL071_R (FlyEM-HB:516399646)
516409549	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP225_b_R (FlyEM-HB:516409549)
516421917	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP191_R (FlyEM-HB:516421917)
516425902	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV6f2_R (FlyEM-HB:516425902)
516504076	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP072_R (FlyEM-HB:516504076)
516603060	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP107_R (FlyEM-HB:516603060)
516762858	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2k5_R (FlyEM-HB:516762858)
516771668	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2e3_R (FlyEM-HB:516771668)
516780722	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP003_R (FlyEM-HB:516780722)
516806504	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP213_R (FlyEM-HB:516806504)
516832391	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAD3g1_R (FlyEM-HB:516832391)
516844782	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP071_R (FlyEM-HB:516844782)
516857964	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP022_R (FlyEM-HB:516857964)
516875221	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP062_R (FlyEM-HB:516875221)
516965856	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP124_R (FlyEM-HB:516965856)
517086196	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP442_R (FlyEM-HB:517086196)
517090901	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AVLP212_R (FlyEM-HB:517090901)
517117602	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2f1_a_R (FlyEM-HB:517117602)
517138678	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV5b2_R (FlyEM-HB:517138678)
517169460	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CRE072_R (FlyEM-HB:517169460)
517207902	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PAM05(B\'2p)_R (FlyEM-HB:517207902)
517280671	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP092(ADM04)_L (FlyEM-HB:517280671)
517445395	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV1f1_R (FlyEM-HB:517445395)
517458316	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2f1_a_R (FlyEM-HB:517458316)
517479202	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV7b1_R (FlyEM-HB:517479202)
517506265	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHCENT4_R (FlyEM-HB:517506265)
517510393	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:517510393)
517514142	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PPL104(a\'3)_R (FlyEM-HB:517514142)
517514588	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP443_R (FlyEM-HB:517514588)
517518166	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	MBON11(y1pedc>a/B)_L (FlyEM-HB:517518166)
517578770	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP098_a_R (FlyEM-HB:517578770)
517587356	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SAG (FlyEM-HB:517587356)
517682957	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	CRE087(PDM13)_L (FlyEM-HB:517682957)
517838657	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP036_R (FlyEM-HB:517838657)
517838849	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP031_R (FlyEM-HB:517838849)
517842578	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAD1b5_R (FlyEM-HB:517842578)
517847127	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:517847127)
517850316	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:517850316)
517854468	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	MBON19(a2p3p)_R (FlyEM-HB:517854468)
517858947	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-p_R (FlyEM-HB:517858947)
517871837	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-m_R (FlyEM-HB:517871837)
517872280	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP114_L (FlyEM-HB:517872280)
517885151	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP258_R (FlyEM-HB:517885151)
517902689	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP091_R (FlyEM-HB:517902689)
517910959	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP117_b_L (FlyEM-HB:517910959)
518183562	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP016_R (FlyEM-HB:518183562)
518187118	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:518187118)
518191547	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:518191547)
518195738	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-p_R (FlyEM-HB:518195738)
518212987	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-m_R (FlyEM-HB:518212987)
518329528	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	ATL006(ADM04)_L (FlyEM-HB:518329528)
518369709	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP126_R (FlyEM-HB:518369709)
518476551	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV2c1_R (FlyEM-HB:518476551)
518528152	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap2_R (FlyEM-HB:518528152)
518532490	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-m_R (FlyEM-HB:518532490)
518558825	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CRE107(SCB016)_R (FlyEM-HB:518558825)
518598175	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP329_R (FlyEM-HB:518598175)
518847630	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP152_R (FlyEM-HB:518847630)
518861029	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP071_R (FlyEM-HB:518861029)
518864844	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:518864844)
518864924	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:518864924)
518869381	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:518869381)
518869459	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:518869459)
518873469	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:518873469)
518873604	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:518873604)
518882016	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:518882016)
518899665	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV4m1_R (FlyEM-HB:518899665)
518899771	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP009_R (FlyEM-HB:518899771)
518920893	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP105_b_R (FlyEM-HB:518920893)
518921865	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP264_R (FlyEM-HB:518921865)
518925962	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP593(SCB014)_L (FlyEM-HB:518925962)
518930199	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	MBON35(y2)_R (FlyEM-HB:518930199)
518930220	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP097_b_R (FlyEM-HB:518930220)
519004170	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SLP212(ADL27)_L (FlyEM-HB:519004170)
519046655	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	FB1H(NO2/3)_L (FlyEM-HB:519046655)
519206240	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:519206240)
519210172	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:519210172)
519214622	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:519214622)
519214895	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCa\'b\'-ap1_R (FlyEM-HB:519214895)
519218919	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519218919)
519223027	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519223027)
519223428	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-m_R (FlyEM-HB:519223428)
519232054	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519232054)
519249805	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV6d1_R (FlyEM-HB:519249805)
519275692	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP105_b_R (FlyEM-HB:519275692)
519279166	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	CRE027_L (FlyEM-HB:519279166)
519555690	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-p_R (FlyEM-HB:519555690)
519564501	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519564501)
519573099	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519573099)
519573128	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-p_R (FlyEM-HB:519573128)
519591210	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP196_R (FlyEM-HB:519591210)
519616809	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP180_R (FlyEM-HB:519616809)
519620935	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	CRE027_L (FlyEM-HB:519620935)
519629116	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL050_b_R (FlyEM-HB:519629116)
519900699	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519900699)
519905418	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-s_R (FlyEM-HB:519905418)
519909788	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PVLP008_a_R (FlyEM-HB:519909788)
519940322	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP247_R (FlyEM-HB:519940322)
519949044	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	oviDNb_R (FlyEM-HB:519949044)
519957346	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP106_R (FlyEM-HB:519957346)
520272258	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP098_a_R (FlyEM-HB:520272258)
520285559	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP100_R (FlyEM-HB:520285559)
520380132	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP127_L (FlyEM-HB:520380132)
520613226	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP105_a_R (FlyEM-HB:520613226)
520617773	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CL265_R (FlyEM-HB:520617773)
537945877	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-c_R (FlyEM-HB:537945877)
538282782	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-m_R (FlyEM-HB:538282782)
538308362	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-m_R (FlyEM-HB:538308362)
538602138	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:538602138)
538653955	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-c_R (FlyEM-HB:538653955)
538908474	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-m_R (FlyEM-HB:538908474)
538951958	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:538951958)
539249493	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCab-m_R (FlyEM-HB:539249493)
539462336	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	PEN_b(PB06b)_L4 (FlyEM-HB:539462336)
539759172	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FR2(FQ4)_C6_R_small (FlyEM-HB:539759172)
539810773	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	PFNa(PB03)_L4_C3 (FlyEM-HB:539810773)
539949478	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:539949478)
539949536	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:539949536)
539975118	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:539975118)
539983731	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:539983731)
540112974	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	hDeltaD_07_C4 (FlyEM-HB:540112974)
540290380	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	AOTU043_R (FlyEM-HB:540290380)
540325242	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP223_R (FlyEM-HB:540325242)
540329317	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP324_R (FlyEM-HB:540329317)
540389646	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:540389646)
540389734	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	KCg-m_R (FlyEM-HB:540389734)
540462600	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	OCG01 (FlyEM-HB:540462600)
540493022	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	PFNa(PB03)_L4_C3 (FlyEM-HB:540493022)
540657374	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6f5_R (FlyEM-HB:540657374)
